ID,Author,Year,Title,Type,Task,Variable,"Inclusion (1: Yes, 2: No)",Sample,"Total N 
(Mean Age)",MeanAge,Intervention,Results,nT,nC,Num_Session,Treat_Duration_Hour,Home_Duration_Hour,Mean_Post_T,SD_Post_T,Mean_Post_C,SD_Post_C,Task_Value,nC2,Mean_Post_C,SD_Post_C,C2_Summary
75,Spadaro,2016,"Exploring The effects Of An online asynchronous mindfulness meditation intervention with nursing students On Stress, mood, And Cognition: A descriptive study",AT-selective,Attention Network Test,,,nursing students,24,,"An 8 week online, asynchronous mindfulness intervention was provided through the learning manage-
ment system with a 16 week follow-up.",mindfulness > control,,,,,,,,,,,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",WM,Digit Span,accuracy,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,5.14,0.87,5.32,0.78,1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",EF - cognitive flexibility,Design Fluency,accuracy - Number of Correct Responses,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,23,8.22,22,8.82,1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",EF - cognitive flexibility,Verbal Fluency,accuracy - Number of Correct Responses,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,41.45,5.13,39,7.01,1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",AT - selective,Symbol Search,accuracy - Number of Correct Responses,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,18.45,6.86,18.4,9.7,1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",AT - selective,Symbol Digit Modalities Test,accuracy - Number of Correct Responses,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,75.17,24.41,75.36,27.97,1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",LM,Story Recall,accuracy - Number of Story Units Recalled,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,10.58,4.34,10.36,5.47,1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",EF - inhibotory control,Stroop Interference,accuracy - T-score,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,51.58,11.41,49.91,8.19,1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",EF - cognitive flexibility,Trail Making Test Part B,reaction time,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,0.0113,0.0062,0.0114,0.0059,-1,,,,
76,Tam,2017,"Developing and validating a localised, self-training mindfulness programme for older Singaporean adults: effects on cognitive functioning and implications for healthcare",AT - selective,Trail Making Test Part A,reaction time,1,elderly individuals,23,,"During the two-week intervention, the experimental group
practised mindfulness exercises following the guided DVD
programme for about 20 minutes per day, five days per week,",ns,12,11,10,0.3,,0.0219,0.0069,0.0236,0.0072,-1,,,,
77,Tang1,2015,Mindfulness-based therapy for drug-resistant epilepsy An assessor-blinded randomized trial,WM,Digit Span,,,drug resistent epilepsy patients,60 (34.8),34.8,4 bi weekly mindfulness meditation classes,Mindfulness > control,,,,,,,,,,,,,,
77,Tang1,2015,Mindfulness-based therapy for drug-resistant epilepsy An assessor-blinded randomized trial,LM,Verbal and Non-verbal recognition memory,,,drug resistent epilepsy patients,60 (34.8),34.8,4 bi weekly mindfulness meditation classes,Mindfulness > control,,,,,,,,,,,,,,
77,Tang1,2015,Mindfulness-based therapy for drug-resistant epilepsy An assessor-blinded randomized trial,EF - inhibitory control,Stroop task,,,drug resistent epilepsy patients,60 (34.8),34.8,4 bi weekly mindfulness meditation classes,Mindfulness > control,,,,,,,,,,,,,,
78,Tang2,2007,Short-term meditation training improves attention and self-regulation,AT-sustained,Attentional Network Test Alerting,,1,drug resistent epilepsy patients,60 (34.8),34.8,4 bi weekly mindfulness meditation classes,Mindfulness > control,40,40,5,1.67,,,,,,,,,,
78,Tang2,2007,Short-term meditation training improves attention and self-regulation,EF-conflict monitoring,Attentional Network Test Executive,,1,drug resistent epilepsy patients,60 (34.8),34.8,4 bi weekly mindfulness meditation classes,Mindfulness > control,40,40,5,1.67,,,,,,,,,,
78,Tang2,2007,Short-term meditation training improves attention and self-regulation,AT-selective,Attentional Network Test Orienting ,,1,drug resistent epilepsy patients,60 (34.8),34.8,4 bi weekly mindfulness meditation classes,Mindfulness > control,40,40,5,1.67,,,,,,,,,,
79,Tarrasch,2016,Mindful reading: Mindfulness meditation helps keep readers with dyslexia and ADHD on the lexical track,AT-selective,conjunctive search task,accuracy,2-within-subject data,dyslexic / ADHD individuals,26 (30.6),30.6,MBSR,mindfulness is significant,19,18,8,21.5,45,,,,,1,,,,no meditation
79,Tarrasch,2016,Mindful reading: Mindfulness meditation helps keep readers with dyslexia and ADHD on the lexical track,EF-?,location-direction stroop-like task,accuracy rate,2-within-subject data,dyslexic / ADHD individuals,26 (30.6),30.6,MBSR,mindfulness is significant,19,18,8,21.5,45,,,,,1,,,,no meditation
79,Tarrasch,2016,Mindful reading: Mindfulness meditation helps keep readers with dyslexia and ADHD on the lexical track,AT-selective,orientation of attention:  cost-benefit paradigm with peripheral cueing,difference in accuracy rates,2-within-subject data,dyslexic / ADHD individuals,26 (30.6),30.6,MBSR,mindfulness is significant,19,18,8,21.5,45,,,,,,,,,no meditation
79,Tarrasch,2016,Mindful reading: Mindfulness meditation helps keep readers with dyslexia and ADHD on the lexical track,AT-selective,orientation of attention:  cost-benefit paradigm with peripheral cueing,difference in reaction time,2-within-subject data,dyslexic / ADHD individuals,26 (30.6),30.6,MBSR,mindfulness is significant,19,18,8,21.5,45,,,,,,,,,no meditation
79,Tarrasch,2016,Mindful reading: Mindfulness meditation helps keep readers with dyslexia and ADHD on the lexical track,EF-?,location-direction stroop-like task,reaction time,2-within-subject data,dyslexic / ADHD individuals,26 (30.6),30.6,MBSR,mindfulness is significant,19,18,8,21.5,45,,,,,-1,,,,no meditation
79,Tarrasch,2016,Mindful reading: Mindfulness meditation helps keep readers with dyslexia and ADHD on the lexical track,AT-selective,conjunctive search task,reaction time ,2-within-subject data,dyslexic / ADHD individuals,26 (30.6),30.6,MBSR,mindfulness is significant,19,18,8,21.5,45,,,,,-1,,,,no meditation
79,Tarrasch,2016,Mindful reading: Mindfulness meditation helps keep readers with dyslexia and ADHD on the lexical track,AT-sustained,continuous performance test,reaction times ,2-within-subject data,dyslexic / ADHD individuals,26 (30.6),30.6,MBSR,mindfulness is significant,19,18,8,21.5,45,,,,,-1,,,,no meditation
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,EF - conflict monitoring,Attentional Network Test Executive,Error Rates,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,11,19,12,60,,-8.3,4.3,-5.2,3.5,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,EF - conflict monitoring,Attentional Network Test Executive,Error Rates,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,11,19,12,60,,1.7,3.1,1.3,3,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,EF - conflict monitoring,Attentional Network Test Executive,Error Rates,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,11,19,12,60,,3.5,3.6,1,3.1,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,AT - selective,Attentional Network Test Orienting ,error scores,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,30,30,,,,1.5,3.3,1,2.8,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,EF - conflict monitoring,Attentional Network Test Executive,error scores,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,30,30,,,,2.1,5.4,2,4.9,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,AT - sustained,Attentional Network Test Alerting,error scores ,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,30,30,,,,-0.4,2.8,0.8,4,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,AT - sustained,Attentional Network Test Alerting,reaction time,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,30,30,,,,21.44,3.38,23.13,2.95,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,AT - selective,Attentional Network Test Orienting ,reaction time,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,30,30,,,,11.29,3.22,21.64,4.22,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,EF - conflict monitoring,Attentional Network Test Executive,reaction time,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,30,30,,,,62.14,5,86.65,4.73,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,AT - sustained,Attentional Network Test Alerting,reaction time,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,11,19,12,60,,22.11,5.13,27.6,4.68,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,AT - selective,Attentional Network Test Orienting ,reaction time,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,11,19,12,60,,2.73,2.96,19.99,7.05,-1,,,,
80,Tsai,2016,Attentional orienting and executive control are affected by different types of meditation practice,EF - conflict monitoring,Attentional Network Test Executive,reaction time,2-lack of random assigment,dandao meditation experts ,60 (46),46,"dandao meditation training typically prac-
tice using their minds to regulate their Qi. Qi is defined, in terms of the traditional Chinese qigong, as a person’s bioenerget-
ics. Regulating Qi involves voluntarily focusing attention on specific acupoints in the human body, and the procedures

involved in this practice are consistent with the definition of FA meditation proposed by Lutz et al. (2008).",Mindfulness > control,11,19,12,60,,67.44,7.59,59.82,9.32,-1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,AT-selective,Attentional Network Test Orienting ,error score,1,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,-1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,EF-conflict monitoring,Attentional Network Test Executive,error score,1,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,-1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,AT-sustained,Attentional Network Test Alerting,error score ,1,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,-1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,N/A,attentional network test ,probability of correct and incorrect response,2,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,N/A,attentional network test ,probability of detection and misses ,2,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,-1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,AT-sustained,Attentional Network Test Alerting,reaction time ,1,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,-1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,AT-selective,Attentional Network Test Orienting ,reaction time ,1,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,-1,,,,
81,van den Hurk,2012,An investigation of the role of attention in mindfulness-based cognitive therapy for recurrently depressed patients,EF-conflict monitoring,Attentional Network Test Executive,reaction time ,1,recurrent depressed patients,71 (49.8),49.8,MBCT,ns,34,37,8,31,,,,,,-1,,,,
82,van Vugt,2011,Mindfulness and false-memories: The impact of mindfulness practice on the DRM paradigm,WM,Delayed Recognition task,accuracy,1,mindfulness retreat particpants,29,,1 month mindfulness intensive (sathrapathana sutra),Mindfulness > control,29,29,28,280,0,,,,,1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,N/A,continuous performance test,beta,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,0.446,0.044,0.37,0.052,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,AT - sustained,continuous performance test,d',1,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,2.777,0.098,2.585,0.115,1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,EF - inhibotory control,continuous performance test,error - commission,1,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,23.472,2.763,30.295,3.2,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,AT - sustained,continuous performance test,error - omission,1,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,0.214,0.062,0.133,0.073,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,EF - inhibotory control,stroop task,Errors,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,4.226,0.587,6.563,0.702,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,EF - inhibotory control,stroop task,Perseverations,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,0.379,0.135,0.712,0.162,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,AT - sustained,continuous performance test,reaction time ,1,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,358.5,6.16,340.35,7.192,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,AT - sustained,stroop task,reaction time - neutral,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,891.09,30.8,773.96,36.72,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,EF - inhibotory control,stroop task,reaction time-color,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,746.59,25.687,675.15,30.631,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,AT - sustained,stroop task,reaction time-congruent,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,802.346,24.615,745.86,29.253,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,EF - inhibotory control,stroop task,reaction time-incongruent,1,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,1021.49,42.858,936.8,50.963,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,EF - inhibotory control,stroop task,reaction time-word,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,905.926,28.579,817.11,33.891,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,N/A,continuous performance test,SE of predicted RT by sub-block ,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,73.449,2.914,71.436,3.407,-1,,,,
83,Vega,2014,Impact of mindfulness training on attentional control and anger regulation processes for psychotherapists in training,N/A,continuous performance test,SE of the predicted RT by ISI ,2,hospital psychotherapists,101 (28.4),28.4,MBSR,MbSR > control,58,43,8,20,,69.931,2.807,67.891,3.284,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,EF - inhibotory control,Sustained Attention to Response (SART) ,commission error,1,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,3.5,2.12,3.7,2.4,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,AT - sustained,Sustained Attention to Response (SART),omission error,1,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,38.2,35.6,47.4,39.4,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,AT - sustained,Sustained Attention to Response (SART),reaction time,1,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,95.7,41.5,103.9,48.1,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,EF - inhibotory control,Stroop task: coloured words,total response time,2,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,46058,8221,49314,7998,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,EF - inhibotory control,stroop task: anxiety specific words,total response time,2,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,32132,5758,35655,8675,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,EF - inhibotory control,stroop task: depression specific words,total response time,2,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,31494,6556,36807,10571,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,AT - sustained,stroop task: neutral words,total response time,2,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,33152,5522,371054,8346,-1,,,,
84,Verhoeven,2014,Attention effects of mindfulness-based cognitive therapy in formerly depressed patients,EF - inhibotory control,stroop task: positive words,total response time,2,remitted depressed patients,54 (48.),48,MBCT,ns,28,26,8,26,28,30637,5707,33395,7733,-1,,,,
85,Wahbeh,2016,Mechanistic pathways of mindfulness meditation in combat veterans with posttraumatic stress disorder,N/A,attentional network task,conflict effect score,2-don't prsent results for behavioral performance,combat veterans with PTSD,102 (53.3),53.3,"mindful meditation, slow breathing, body scan, 6 weekly meditaiton sessions",Mindfulness > control,27,25,6,2,12,204.3,91.7,217.5,7.9,-1,25,217.5,7.9,slow breathing with a biofeedback device
86,Watier,2016,The effects of a brief mindfulness exercise on executive attention and recognition memory,EF - inhibitory control,Stroop task,,,college students,78 (20.6),20.6,10 minute single session meditation sessions,Mindfulness > control,,,,,,,,,,,,,,
86,Watier,2016,The effects of a brief mindfulness exercise on executive attention and recognition memory,LM,old/new recognition test,,,college students,78 (20.6),20.6,10 minute single session meditation sessions,Mindfulness > control,,,,,,,,,,,,,,
87,Wenk-Sormaz,2005,Meditation can reduce habitual responding,EF-miscellaneous,Word Production,Word-Stem Completion Frequency-Average,2,college students,120 (19.5),19.5,zen meditaiton breathing,Mindfulness > control,40,40,40,1,0.33,180.3,21.8,176.6,16.8,-1,,,,
87,Wenk-Sormaz,2005,Meditation can reduce habitual responding,AT-sustained,Stroop Task-congruent ,reaction time,2,college students,120 (19.5),19.5,zen meditaiton breathing,Mindfulness > control,40,40,40,1,0.33,651.5,80.9,666.7,101,-1,,,,
87,Wenk-Sormaz,2005,Meditation can reduce habitual responding,EF - inhibitory control,Stroop Task-incongruent ,reaction time,1,college students,120 (19.5),19.5,zen meditaiton breathing,Mindfulness > control,40,40,40,1,0.33,711.2,79.3,736.1,108.7,-1,,,,
88,Wilson,2015,Investigating the impact of mindfulness meditation training on working memory: A mathematical modeling approach,LM,"Deese-Roediger-McDermott paradigm

Reality-monitoring paradigm",,,college students,Study 1: 153 (20.7); Study 2: 140 (21.5),,mindfulness,Mindfulness > control,,,,,,,,,,,,,,
89,Zanesco,2013,Executive control and felt concentrative engagement following intensive meditation training,EF - inhibotory control,Response Inhibition Task,reaction time,1,meditaiton retreat particpants,55 (52),52,one month daily vipassana meditation,Mindfulness > control,26,24,,,,509.87,102.29,525.89,93.02,-1,,,,
90,Zeidan,2010,Increased false-memory susceptibility after mindfulness meditation,WM,forward digit span,accuracy,1,college students,63 (22),22,4 day meditaiton breathing meditation,Mindfulness > control,24,25,4,,,,,,,1,,,,
90,Zeidan,2010,Increased false-memory susceptibility after mindfulness meditation,WM,backward digit span,accuracy,1,college students,63 (22),22,4 day meditaiton breathing meditation,Mindfulness > control,24,25,4,,,,,,,1,,,,
90,Zeidan,2010,Increased false-memory susceptibility after mindfulness meditation,WM,symbols digit modalities test,accuracy - number matching,1,college students,63 (22),22,4 day meditaiton breathing meditation,Mindfulness > control,24,25,4,,,,,,,1,,,,
90,Zeidan,2010,Increased false-memory susceptibility after mindfulness meditation,WM,controlled oral word assocication test,accuracy-memory recall,1,college students,63 (22),22,4 day meditaiton breathing meditation,Mindfulness > control,24,25,4,,,,,,,1,,,,
91,Becerra,2017,Can specific attentional skills be modified with mindfulness training for novice practitioners,AT - selective,Attentional Network Test Orienting ,reaction time,1,college students,46 (33.9),33.9,"mindfulness modeled on Samantha skills, 24 mins/day",Mindfulness > control,23,23,4,,24,45.09,11.68,52.91,13.92,-1,,,,
91,Becerra,2017,Can specific attentional skills be modified with mindfulness training for novice practitioners,EF - conflict monitoring,Attentional Network Test Executive,reaction time,1,college students,46 (33.9),33.9,"mindfulness modeled on Samantha skills, 24 mins/day",Mindfulness > control,23,23,4,,24,113.3,33.73,135.17,32.3,-1,,,,
91,Becerra,2017,Can specific attentional skills be modified with mindfulness training for novice practitioners,AT - sustained,Attentional Network Test Alerting,reaction time,1,college students,46 (33.9),33.9,"mindfulness modeled on Samantha skills, 24 mins/day",Mindfulness > control,23,23,4,,24,49.48,14.62,46.48,11.56,-1,,,,
92,Oken,2017,Meditation in stressed older adults Improvements in self-rated mental health not paralleled by improvements in cognitive function or physiological measures,WM,Letter-Number sequencing,accuracy,1,healthy adult aged 50-85 years,120 (60.0),60,"MBCT/MBSR, 60 - 90 mins training sessions once a week for 6 weeks",ns,60,68,6,6,,11.5,2.7,11.6,2.7,1,,,,
92,Oken,2017,Meditation in stressed older adults Improvements in self-rated mental health not paralleled by improvements in cognitive function or physiological measures,EF - cognitive flexibility,Letter fluency,accuracy,1,healthy adult aged 50-85 years,120 (60.0),60,"MBCT/MBSR, 60 - 90 mins training sessions once a week for 6 weeks",ns,60,68,6,6,,46.9,13.4,49.5,14.2,1,,,,
92,Oken,2017,Meditation in stressed older adults Improvements in self-rated mental health not paralleled by improvements in cognitive function or physiological measures,EF - cognitive flexibility,Category fluency,accuracy,1,healthy adult aged 50-85 years,120 (60.0),60,"MBCT/MBSR, 60 - 90 mins training sessions once a week for 6 weeks",ns,60,68,6,6,,16.5,4.7,17,4.1,1,,,,
92,Oken,2017,Meditation in stressed older adults Improvements in self-rated mental health not paralleled by improvements in cognitive function or physiological measures,EF - inhibotory control,Stroop CW interference,reaction time,1,healthy adult aged 50-85 years,120 (60.0),60,"MBCT/MBSR, 60 - 90 mins training sessions once a week for 6 weeks",ns,60,68,6,6,,48.8,7,49.5,6.8,-1,,,,
92,Oken,2017,Meditation in stressed older adults Improvements in self-rated mental health not paralleled by improvements in cognitive function or physiological measures,AT - sustained,Choice RT,reaction time,1,healthy adult aged 50-85 years,120 (60.0),60,"MBCT/MBSR, 60 - 90 mins training sessions once a week for 6 weeks",ns,60,68,6,6,,462,70,465,59,-1,,,,
92,Oken,2017,Meditation in stressed older adults Improvements in self-rated mental health not paralleled by improvements in cognitive function or physiological measures,AT - selective,Flanker RT incongruent,reaction time,1,healthy adult aged 50-85 years,120 (60.0),60,"MBCT/MBSR, 60 - 90 mins training sessions once a week for 6 weeks",ns,60,68,6,6,,703,119,726,148,-1,,,,
